Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber,
vox_plr_0_kill_headshot_resp_3_1,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_headshot_resp_3_1_s.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_HEADSHOT_RESP_3_1_S,no,mature,safe,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_headshot_resp_3_2,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_headshot_resp_3_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_HEADSHOT_RESP_3_2,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_headshot_resp_3_2,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_headshot_resp_3_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_HEADSHOT_RESP_3_2,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_headshot_resp_3_3,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_headshot_resp_3_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_HEADSHOT_RESP_3_3,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_headshot_resp_3_3,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_headshot_resp_3_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_HEADSHOT_RESP_3_3,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_headshot_resp_3_4,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_headshot_resp_3_4.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_HEADSHOT_RESP_3_4,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_headshot_resp_3_4,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_headshot_resp_3_4.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_HEADSHOT_RESP_3_4,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_0,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_0,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_0,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_0,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_1,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_1,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_1,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_1,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_10,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_10.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_10,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_10,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_10.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_10,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_2,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_2,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_2,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_2,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_3,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_3,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_3,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_3,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_4,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_4.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_4,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_4,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_4.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_4,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_5,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_5.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_5,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_5,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_5.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_5,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_6,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_6.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_6,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_6,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_6.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_6,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_7,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_7.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_7,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_7,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_7.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_7,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_8,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_8.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_8,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_8,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_8.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_8,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_9,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_9.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_9,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_kt4_9,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_kt4_9.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_KT4_9,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_0,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_0,no,mature,explicit,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_0,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_0,no,mature,explicit,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_0,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_0_s.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_0_S,no,mature,safe,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_0,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_0_s.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_0_S,no,mature,safe,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_1,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_1,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_1,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_1,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_2,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_2,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_2,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_2,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_3,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_3,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_3,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_3,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_4,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_4.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_4,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_4,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_4.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_4,no,mature,,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_5,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_5.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_5,no,mature,explicit,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_5,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_5.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,62,70,96,96,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,center,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_5,no,mature,explicit,perspective,player,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_plr_0_kill_melee_insta_5,,streamed,en\vox\scripted\island\vox_isla_plr_0_kill_melee_insta_5_s.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,52,100,86,86,100,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,95,0.35,no,yes,,0,ISLAND_VOX_VOX_PLR_0_KILL_MELEE_INSTA_5_S,no,mature,safe,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
